"Month_Num","Date","YEAR","Month","Precipitation"
4,2013-04-01,2013,"APR",181.5
5,2013-05-01,2013,"MAY",146.5
6,2013-06-01,2013,"JUN",98.3
7,2013-07-01,2013,"JUL",78.5
8,2013-08-01,2013,"AUG",67.6
9,2013-09-01,2013,"SEP",78.3
10,2013-10-01,2013,"OCT",119.1
11,2013-11-01,2013,"NOV",166.9
12,2013-12-01,2013,"DEC",212.8
1,2014-01-01,2014,"JAN",194.1
2,2014-02-01,2014,"FEB",231.8
3,2014-03-01,2014,"MAR",242.2
4,2014-04-01,2014,"APR",188.8
5,2014-05-01,2014,"MAY",137.3
6,2014-06-01,2014,"JUN",91
7,2014-07-01,2014,"JUL",69.6
8,2014-08-01,2014,"AUG",54.3
9,2014-09-01,2014,"SEP",72
10,2014-10-01,2014,"OCT",108.2
11,2014-11-01,2014,"NOV",169.2
12,2014-12-01,2014,"DEC",185.1
1,2015-01-01,2015,"JAN",185
2,2015-02-01,2015,"FEB",206.3
3,2015-03-01,2015,"MAR",237.8
4,2015-04-01,2015,"APR",187.1
5,2015-05-01,2015,"MAY",143
6,2015-06-01,2015,"JUN",81.8
7,2015-07-01,2015,"JUL",77
8,2015-08-01,2015,"AUG",44.1
9,2015-09-01,2015,"SEP",60.9
10,2015-10-01,2015,"OCT",85.7
11,2015-11-01,2015,"NOV",123.9
12,2015-12-01,2015,"DEC",149.4
1,2016-01-01,2016,"JAN",246.7
2,2016-02-01,2016,"FEB",182.6
3,2016-03-01,2016,"MAR",218.8
4,2016-04-01,2016,"APR",152.5
5,2016-05-01,2016,"MAY",112.6
6,2016-06-01,2016,"JUN",77.7
7,2016-07-01,2016,"JUL",61.2
8,2016-08-01,2016,"AUG",53.5
9,2016-09-01,2016,"SEP",67.1
10,2016-10-01,2016,"OCT",120.1
11,2016-11-01,2016,"NOV",135.1
12,2016-12-01,2016,"DEC",185.7
1,2017-01-01,2017,"JAN",213.5
2,2017-02-01,2017,"FEB",228.2
3,2017-03-01,2017,"MAR",224.5
4,2017-04-01,2017,"APR",177.7
5,2017-05-01,2017,"MAY",129.2
6,2017-06-01,2017,"JUN",78.2
7,2017-07-01,2017,"JUL",50.6
8,2017-08-01,2017,"AUG",46.7
9,2017-09-01,2017,"SEP",61.2
10,2017-10-01,2017,"OCT",98.6
11,2017-11-01,2017,"NOV",147.4
12,2017-12-01,2017,"DEC",198.5
1,2018-01-01,2018,"JAN",211.5
2,2018-02-01,2018,"FEB",246.9
3,2018-03-01,2018,"MAR",222.1
4,2018-04-01,2018,"APR",203.6
5,2018-05-01,2018,"MAY",127.2
6,2018-06-01,2018,"JUN",71.7
7,2018-07-01,2018,"JUL",64.5
8,2018-08-01,2018,"AUG",58.7
9,2018-09-01,2018,"SEP",78.1
10,2018-10-01,2018,"OCT",120.6
11,2018-11-01,2018,"NOV",171.8
12,2018-12-01,2018,"DEC",216.7
1,2019-01-01,2019,"JAN",196
2,2019-02-01,2019,"FEB",215.1
3,2019-03-01,2019,"MAR",241.4
4,2019-04-01,2019,"APR",193.8
5,2019-05-01,2019,"MAY",146.7
6,2019-06-01,2019,"JUN",81.2
7,2019-07-01,2019,"JUL",67.9
8,2019-08-01,2019,"AUG",49.2
9,2019-09-01,2019,"SEP",61.4
10,2019-10-01,2019,"OCT",114.5
11,2019-11-01,2019,"NOV",148.8
12,2019-12-01,2019,"DEC",174
1,2020-01-01,2020,"JAN",245.4
2,2020-02-01,2020,"FEB",223.2
3,2020-03-01,2020,"MAR",234.4
4,2020-04-01,2020,"APR",182.2
5,2020-05-01,2020,"MAY",131.9
6,2020-06-01,2020,"JUN",93.4
7,2020-07-01,2020,"JUL",60.5
8,2020-08-01,2020,"AUG",47
9,2020-09-01,2020,"SEP",58.2
10,2020-10-01,2020,"OCT",106.1
11,2020-11-01,2020,"NOV",162.5
12,2020-12-01,2020,"DEC",185.4
1,2021-01-01,2021,"JAN",205.8
2,2021-02-01,2021,"FEB",235.2
3,2021-03-01,2021,"MAR",244.5
4,2021-04-01,2021,"APR",178
5,2021-05-01,2021,"MAY",114.2
6,2021-06-01,2021,"JUN",84.1
7,2021-07-01,2021,"JUL",66.9
8,2021-08-01,2021,"AUG",58.9
9,2021-09-01,2021,"SEP",64.2
10,2021-10-01,2021,"OCT",128.1
11,2021-11-01,2021,"NOV",183.7
12,2021-12-01,2021,"DEC",223.2
1,2022-01-01,2022,"JAN",215
2,2022-02-01,2022,"FEB",208.7
3,2022-03-01,2022,"MAR",251.4
4,2022-04-01,2022,"APR",170.1
5,2022-05-01,2022,"MAY",114.3
6,2022-06-01,2022,"JUN",86.9
7,2022-07-01,2022,"JUL",58.2
8,2022-08-01,2022,"AUG",58.9
9,2022-09-01,2022,"SEP",64.8
10,2022-10-01,2022,"OCT",117.2
11,2022-11-01,2022,"NOV",174.5
12,2022-12-01,2022,"DEC",199.3
1,2023-01-01,2023,"JAN",234.5
2,2023-02-01,2023,"FEB",203.5
3,2023-03-01,2023,"MAR",208.2
4,2023-04-01,2023,"APR",174.3
5,2023-05-01,2023,"MAY",122.9
6,2023-06-01,2023,"JUN",75.9
7,2023-07-01,2023,"JUL",59.1
8,2023-08-01,2023,"AUG",46.3
9,2023-09-01,2023,"SEP",62.7
10,2023-10-01,2023,"OCT",103.4
11,2023-11-01,2023,"NOV",128.5
12,2023-12-01,2023,"DEC",170.4
1,2024-01-01,2024,"JAN",223.8
2,2024-02-01,2024,"FEB",223.4
3,2024-03-01,2024,"MAR",216.4
4,2024-04-01,2024,"APR",191.8
5,2024-05-01,2024,"MAY",130.2
6,2024-06-01,2024,"JUN",79.1
7,2024-07-01,2024,"JUL",55.7
8,2024-08-01,2024,"AUG",43.7
9,2024-09-01,2024,"SEP",59.6
10,2024-10-01,2024,"OCT",104.4
11,2024-11-01,2024,"NOV",158.7
12,2024-12-01,2024,"DEC",195.3
